"card_codename","update_date","text_ruling","question","answer","nsg_rules_team_verified"
"mining_accident","2017-10-17","","####[ANCUR](https://twitter.com/anr_ruleswiki) UFAQ [Michael Boggs]
If the Corp has less than 5<span class=""icon icon-credit""></span> when the Runner plays Mining Accident, must they take the bad publicity?","Yes.","False"
"miraju","2017-06-23","","####[ANCUR](https://twitter.com/anr_ruleswiki) UFAQ [Michael Boggs]
When does Mirāju's effect resolve? Does the Runner start running on Archives immediately upon breaking Mirāju's subroutine?","When the Runner reaches step 4 of the run and would pass Mirāju, if they broke the printed subroutine they instead run on Archives and the Corp derezzes Mirāju.

When the subroutine on Mirāju resolves, does the Corp have to draw a card in order to shuffle a card from HQ into R&D?","False"
"mirror","2017-04-12","","####UFAQ [Damon Stone]
If the number of recurring credits available on [Pheromones](/en/card/02086) has decreased (e.g. from the Corp using [Cyberdex Virus Suite](/en/card/07027) during the run on R&D), can the Runner still use Mirror to replace a recurring credit if the number of credits still hosted on Pheromones is greater than or equal the number of virus counters?","No. Recurring credits can only be replaced up to the value shown on the card, never over it.

Can the Runner use Mirror's ability to replace a spent recurring credit on [Whizzard: Master Gamer](/en/card/02001)?","False"
"mirrormorph_endless_iteration","2019-04-27","","####[NISEI](http://nisei.net) [Downfall Release Notes](http://nisei.net/products/Downfall/DFReleaseNotes#QandAforDownfall) [NISEI Rules Team]
If the Corp is playing Mirrormorph and the third action they take on their turn is to play a Terminal operation, do they get a bonus action?","Yes. Playing an operation is not normally considered complete until step 8.6.11, after the “after you resolve” ability from the Terminal ends the action phase. If Mirrormorph were already pending at that time, it would be cancelled as per rule 5.4.3b, but it only meets its trigger condition at the next checkpoint after that (5.4.3d). Therefore Mirrormorph’s ability is the very next thing to happen after the action phase is ended.","False"
"mitosis","2022-10-22","","Can the Corp play [Mitosis](https://netrunnerdb.com/en/card/33046) but install 0 cards?","Yes. The Corp must have at least 1 card in HQ that could be installed in order to play [Mitosis](https://netrunnerdb.com/en/card/33046), but once they are resolving the operation, they can choose not to install any cards.","True"
"mitosis","2022-10-22","Can the Corp rez cards installed with [Mitosis](https://netrunnerdb.com/en/card/33046) on the Runner’s immediately following turn?
Yes.","","","True"
"mitosis","2022-10-22","","What does “creating a new remote server each time” mean?","Each card installed with [Mitosis](https://netrunnerdb.com/en/card/33046) must create a new server. The two cards cannot be installed to the same server as each other or to any other server that already exists.","True"
"mlinzi","2019-04-26","","####[NISEI](http://nisei.net) [Downfall Release Notes](http://nisei.net/products/Downfall/DFReleaseNotes) [NISEI Rules Team]
If the Runner has fewer cards in their stack than required to trash by a subroutine on Mlinzi, can they still choose to trash the top cards of the stack to not suffer the net damage?","No. The Runner must be able to pay the full cost in cards trashed in order to not suffer the net damage. (This reverses a previous ruling, which did not consider Mlinzi’s effects using the rules for costs. Since rule 1.15.1c now makes clear that trashing cards from the stack in Mlinzi’s subroutines is a cost, those rules should be applied.)","False"
"mobius","2017-04-11","","####UFAQ [Michael Boggs]
When does the Runner gain credits from Möbius?","The Runner gains 4<span class=""icon icon-credit""></span> from Möbius as soon as the second run is considered to be successful.","False"
"mongoose","2017-05-01","","####UFAQ [Damon Stone]
If the Runner uses Mongoose to break subroutines on a piece of ice, and then that ice is encountered a second time during the run (through [Cell Portal](/en/card/01074) or The [The Twins](/en/card/07024), for example) can the Runner still break its subroutines with Mongoose?","Yes. It is the same copy of the ice, so the Runner can break subroutines on it.","False"
"moon_pool","2022-10-22","> Can the Corp use [Regensis](https://netrunnerdb.com/en/card/33040)’s ability after using [Moon Pool](https://netrunnerdb.com/en/card/33042)?
If the Corp uses [Moon Pool](https://netrunnerdb.com/en/card/33042) on their turn and does not trash any cards from HQ with its ability, they can still meet the condition on [Regenesis](https://netrunnerdb.com/en/card/33040). [Moon Pool](https://netrunnerdb.com/en/card/33042) itself is removed from the game by its ability, so it never enters Archives.","","","True"
"moon_pool","2022-10-22","","If the Corp shuffles 0 cards into R&D with [Moon Pool](https://netrunnerdb.com/en/card/33042), do they shuffle R&D?","Yes.","True"
"moshing","2020-02-19","","####[NISEI](https://nisei.net) [Uprising Release Notes](https://nisei.net/files/Uprising_Release_Notes.pdf) [NISEI Rules Team]
Can the Runner trash Moshing itself as one of the 3 cards trashed for its additional cost?","No. An event is placed into the play area before its play cost is paid, so it is not a card in the grip at the time 3 cards need to be trashed.","False"
"mother_goddess","2017-04-09","Mother Goddess only gains the subtypes of other ice while it is
rezzed. [Official FAQ]","","","False"
"mti_mwekundu_life_improved","2018-08-01","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 24](http://ancur.wikia.com/wiki/Reign_and_Reverie_UFAQ) [Michael Boggs]
When the Corp installs a piece of ice with Mti Mwekundu, can they trash other ice protecting the server?","Yes.

Does installing a piece of ice with Mti Mwekundu cause [K. P. Lynn](/en/card/13052) to trigger twice during a single run?","False"
"mu_safecracker","2021-10-05","","####[NISEI](https://nisei.net) [Uprising Release Notes](https://nisei.net/files/Uprising_Release_Notes.pdf) [NISEI Rules Team]
Can the Runner spend 2[c] from stealth cards to access 2 additional cards from HQ with Mu Safecracker?","No. Only one instance of a conditional ability becomes pending for each time the trigger condition is met. The Runner will only have 1 opportunity each run to trigger the pending ability and pay 1[c] to access 1 additional card from HQ.","False"
"mumba_temple","2017-04-28","NAPD Most Wanted List - Level 1: Each copy of this card costs 1 universal influence, which is separate & in addition to the normal printed influence, and counts against all Identities influence limits, even those in the same faction. [MWL v1.2]","","","False"
"mumba_temple","2017-05-01","","####UFAQ [Damon Stone]
If the Runner accesses an Alliance card from HQ, is the Corp required to tell the Runner how much influence that card is worth in their deck? What about if the Runner accesses an Alliance card from R&D?","No. It is assumed that the Corp's deck is legal, and the influence value on the card is irrelevant for the purposes of gameplay.

What happens if the Corp no longer has enough cards in their deck to satisfy the Alliance requirement for a card due to cards being removed from the game?","False"
"mumbad_city_grid","2017-05-01","","####UFAQ [Damon Stone]
The Runner passes a [Wall of Static](/en/card/01113) and uses [Copycat](/en/card/04025) to bounce to another Wall of Static on a different server. Can the Corp still use Mumbad City Grid to swap the original Wall of Static with another piece of ice protecting the original server?","No. The Runner is no longer passing that Wall of Static, so Mumbad City Grid's trigger condition has expired.

If a passed piece of ice protecting a server with Mumbad City Grid is uninstalled (e.g. [Paper Wall](/en/card/04059), or via a card effect like [False Echo](/en/card/04007)), what happens?","False"
"mumbad_city_hall","2017-05-02","####MWL [Update v1.2]
NAPD Most Wanted List - **Level 1**: Each copy of this card costs 1 universal influence, which is separate & in addition to the normal printed influence, and counts against all Identities influence limits, even those in the same faction.","","","False"
"mumbad_city_hall","2017-05-02","","####UFAQ [Damon Stone]
Can the Corp use Mumbad City Hall when there is only one card in R&D? Does it matter if that card is an alliance card?","Yes, whether the last card is an alliance card or not. Since R&D is a hidden zone, the game doesn’t check whether the last card in R&D might meet the criteria for the search when determining if Mumbad City Hall’s ability has the potential to change the game state.

Can the Corp use Mumbad City Hall when R&D is empty?","False"
"mumbad_construction_co","2017-05-02","","####UFAQ [Damon Stone]
Does moving an advancement token from Mumbad Construction Co. to a public agenda trigger its ability?","No. Neither placing nor moving advancement tokens is considered the same as advancing a card.","False"
"mumbad_virtual_tour","2017-05-02","","####UFAQ [Damon Stone]
If the Runner does not have 5<span class=""icon icon-credit""></span> but has an installed [Imp](/en/card/02003) that they haven’t used yet, is the Runner forced to use the Imp to trash Mumbad Virtual Tour?","Yes. The Runner is able to trash Mumbad Virtual Tour, so they must do so.

If the Runner has only 2<span class=""icon icon-credit""></span> but a full [Ghost Runner](/en/card/06040) installed, is the Runner forced to spend the credits from Ghost Runner to trash Mumbad Virtual Tour?","False"
