"codename","en_title","cn_title","stripped_title","en_text","cn_text","stripped_text","advancement_requirement","agenda_points","attribution","base_link","type_codename","subtype_codenames","cost","deck_limit","designed_by","faction_codename","influence_cost","influence_limit","is_unique","memory_cost","minimum_deck_size","pronouns","pronunciation_approx","pronunciation_ipa","side_codename","strength","trash_cost"
"matrix_analyzer","Matrix Analyzer","矩阵分析者","Matrix Analyzer","When the Runner encounters Matrix Analyzer, you may pay 1[credit] to place 1 advancement token on a card that can be advanced.
[subroutine] Trace[2]. If successful, give the Runner 1 tag.","当潜袭者遭遇矩阵分析者时，你可以支付1[credit]，以放置1枚推进标记到一张能被推进的卡牌上。
[subroutine] <trace>追踪 2</trace> 如果成功，给予潜袭者1枚锁定标记。","When the Runner encounters Matrix Analyzer, you may pay 1 credit to place 1 advancement token on a card that can be advanced. Subroutine Trace[2]. If successful, give the Runner 1 tag.","","","","","ice","[""sentry"", ""tracer"", ""observer""]","1","3","fantasy_flight_games","nbn","2","","False","","","","","","corp","3",""
"matryoshka","Matryoshka","套娃","Matryoshka","When your turn begins, turn each hosted card faceup.
[click]<strong>:</strong> Host a copy of Matryoshka from your grip faceup on this program. <em>(It is not installed.)</em>
Interface → <strong>X[credit]</strong>, <strong>turn 1 hosted copy of Matryoshka facedown:</strong> Break X subroutines.
<strong>1[credit]:</strong> +1 strength.
Limit 6 per deck.","当你的回合开始时，将所附载的所有卡牌翻至牌面朝上。
[click]<strong>:</strong> 从你的操控器中将一张名称为套娃的卡牌牌面朝上附载到本程序上。<em>（它没有被安装。）</em>
对接 → <strong>X[credit]</strong>，<strong>将1张所附载的名称为套娃的卡牌翻至牌面朝下:</strong> 破解X条子进程。
<strong>1[credit]:</strong> 强度+1。
每套牌组限制6张。","When your turn begins, turn each hosted card faceup. click: Host a copy of Matryoshka from your grip faceup on this program. (It is not installed.) Interface -> X{c}, turn 1 hosted copy of Matryoshka facedown: Break X subroutines. 1 credit: +1 strength. Limit 6 per deck.","","","","","program","[""icebreaker"", ""ai""]","3","6","null_signal_games","neutral_runner","0","","False","2","","","","","runner","2",""
"maui","Māui","","Maui","+2[mu]
X[recurring-credit]
Use these credits during runs on HQ. X is the number of pieces of ice protecting HQ.
Limit 1 <strong>console</strong> per player.","","+2 mu X recurring credits Use these credits during runs on HQ. X is the number of pieces of ice protecting HQ. Limit 1 console per player.","","","","","hardware","[""console""]","5","3","fantasy_flight_games","criminal","2","","True","","","","","","runner","",""
"mausolus","Mausolus","摩索拉斯","Mausolus","You can advance this ice.
[subroutine] Gain 1[credit]. If there are 3 or more hosted advancement counters, instead gain 3[credit].
[subroutine] Do 1 net damage. If there are 3 or more hosted advancement counters, instead do 3 net damage.
[subroutine] Give the Runner 1 tag. If there are 3 or more hosted advancement counters, instead give the Runner 1 tag and end the run.","摩索拉斯能被推进。
如果摩索拉斯具有3枚或更多的推进标记，改为结算括号内的规则文字（否则，不结算它）。
[subroutine] 公司获得1[credit]。（公司获得3[credit]。）
[subroutine] 造成1点网域伤害。（造成3点网域伤害。）
[subroutine] 给予潜袭者1枚锁定标记。（给予潜袭者1枚锁定标记并终止本次潜袭。）","You can advance this ice. Subroutine Gain 1 credit. If there are 3 or more hosted advancement counters, instead gain 3 credits. Subroutine Do 1 net damage. If there are 3 or more hosted advancement counters, instead do 3 net damage. Subroutine Give the Runner 1 tag. If there are 3 or more hosted advancement counters, instead give the Runner 1 tag and end the run.","","","","","ice","[""code_gate"", ""ap""]","4","3","fantasy_flight_games","weyland_consortium","3","","False","","","","","","corp","5",""
"maven","Maven","","Maven","This program gets +1 strength for each installed program.
Interface → <strong>2[credit]:</strong> Break 1 subroutine.","","This program gets +1 strength for each installed program. Interface -> 2 credits: Break 1 subroutine.","","","","","program","[""icebreaker"", ""ai""]","5","3","fantasy_flight_games","shaper","3","","False","2","","","","","runner","0",""
"mavirus","Mavirus","噬病毒体","Mavirus","While the Runner is accessing this upgrade in R&D, they must reveal it.
When the Runner accesses this upgrade, you may purge virus counters. If this upgrade is rezzed, do 1 net damage.
[trash]<strong>:</strong> Purge virus counters.","在潜袭者从研发中心读取本升级的期间，其必须展示之。
当潜袭者读取本升级时，你可以清除病毒指示物。如果本升级已激活，造成1点网域伤害。
[trash]<strong>:</strong> 清除病毒指示物。","While the Runner is accessing this upgrade in R&D, they must reveal it. When the Runner accesses this upgrade, you may purge virus counters. If this upgrade is rezzed, do 1 net damage. trash: Purge virus counters.","","","","","upgrade","[""ambush""]","3","3","null_signal_games","jinteki","1","","False","","","","","","corp","","0"
"maw","Maw","巨口","Maw","+2[mu]
The first time each turn you access a card not in Archives and do not steal or trash it, the Corp must trash 1 card from HQ at random.
Limit 1 <strong>console</strong> per player.","+2[mu]
每回合你第一次读取一张不在档案库中的卡牌，并且没有窃取或销毁它时，公司必须从总部随机销毁一张卡牌。
每位玩家限制1个<strong>控制台</strong>。","+2 mu The first time each turn you access a card not in Archives and do not steal or trash it, the Corp must trash 1 card from HQ at random. Limit 1 console per player.","","","","","hardware","[""console""]","6","3","fantasy_flight_games","anarch","3","","True","","","","","","runner","",""
"maxwell_james","Maxwell James","","Maxwell James","+1[link]
[trash]: Derez a piece of ice protecting a remote server. Use this ability only during the next paid ability window after a successful run on HQ ends.","","+1 link trash: Derez a piece of ice protecting a remote server. Use this ability only during the next paid ability window after a successful run on HQ ends.","","","","","resource","[""connection""]","1","3","fantasy_flight_games","criminal","1","","True","","","","","","runner","",""
"maxx_maximum_punk_rock","MaxX: Maximum Punk Rock","麦斯X: 极度朋克摇滚","MaxX: Maximum Punk Rock","When your turn begins, trash the top 2 cards of your stack. Draw 1 card.","当你的回合开始时，销毁你存储栈顶端的两张卡牌。补一张卡牌。","When your turn begins, trash the top 2 cards of your stack. Draw 1 card.","","","","0","runner_identity","[""g_mod""]","","1","fantasy_flight_games","anarch","","15","False","","45","","","","runner","",""
"maya","Maya","摩耶","Maya"," +2[mu]
Once per turn, immediately after you access a card from R&D, you may add that card to the bottom of R&D. If you do, take 1 tag.
Limit 1 <strong>console</strong> per player.","+2[mu]
每回合一次，在你从研发中心读取一张卡牌后，你可以立即将该卡牌加入研发中心底端。如果你如此做，拿取1枚锁定标记。
每位玩家限制1个<strong>控制台</strong>。","+2 mu Once per turn, immediately after you access a card from R&D, you may add that card to the bottom of R&D. If you do, take 1 tag. Limit 1 console per player.","","","","","hardware","[""console""]","3","3","fantasy_flight_games","shaper","3","","True","","","","","","runner","",""
"mayfly","Mayfly","蜉蝣","Mayfly","Interface → <strong>1[credit]:</strong> Break 1 subroutine. When this run ends, trash this program.
<strong>1[credit]:</strong> +1 strength.","对接 → <strong>1[credit]:</strong> 破解1条子进程。当本次潜袭结束时，销毁本程序。
<strong>1[credit]:</strong> 强度+1。","Interface -> 1 credit: Break 1 subroutine. When this run ends, trash this program. 1 credit: +1 strength.","","","","","program","[""icebreaker"", ""ai""]","1","3","null_signal_games","neutral_runner","0","","False","2","","","","","runner","1",""
"mca_austerity_policy","MCA Austerity Policy","","MCA Austerity Policy","<strong>[click]:</strong> Place 1 power counter on this asset. When the Runner's next turn begins, they lose [click]. Use this ability only once per turn.
[click],[trash], <strong>3 hosted power counters:</strong> Gain [click][click][click][click].","","click: Place 1 power counter on this asset. When the Runner's next turn begins, they lose click. Use this ability only once per turn. click, trash, 3 hosted power counters: Gain click click click click.","","","","","asset","","1","3","fantasy_flight_games","haas_bioroid","3","","True","","","","","","corp","","3"
"mca_informant","MCA Informant","","MCA Informant","After you resolve this operation, your action phase ends.
Host this operation on an installed <strong>connection</strong> resource as a condition counter with ""The Runner is considered to have 1 additional tag. Host resource gains '<strong>[click]</strong>, <strong>2[credit]:</strong> Trash this resource.'""","","After you resolve this operation, your action phase ends. Host this operation on an installed connection resource as a condition counter with ""The Runner is considered to have 1 additional tag. Host resource gains 'click, 2 credits: Trash this resource.'""","","","","","operation","[""terminal""]","4","3","fantasy_flight_games","nbn","2","","False","","","","","","corp","",""
"media_blitz","Media Blitz","媒体闪电战","Media Blitz","This card is not trashed until another <strong>current</strong> is played or an agenda is stolen.
Choose an agenda in the Runner's score area. Media Blitz gains the text of that agenda.","本卡牌打出后不会被销毁，直到另一个<strong>局势</strong>被打出或一个议案被窃取。
选择潜袭者分数区中的一个议案。媒体闪电战获得该议案的规则文字。","This card is not trashed until another current is played or an agenda is stolen. Choose an agenda in the Runner's score area. Media Blitz gains the text of that agenda.","","","","","operation","[""current""]","2","3","fantasy_flight_games","nbn","3","","False","","","","","","corp","",""
"medical_breakthrough","Medical Breakthrough","医学突破","Medical Breakthrough","Lower the advancement requirement of each Medical Breakthrough by 1. This ability is active even while Medical Breakthrough is in the Runner's score area.","每张医学突破的推进需求减1。即使医学突破在潜袭者的分数区中，本能力依然有效。","Lower the advancement requirement of each Medical Breakthrough by 1. This ability is active even while Medical Breakthrough is in the Runner's score area.","4","2","","","agenda","[""research""]","","3","fantasy_flight_games","jinteki","","","False","","","","","","corp","",""
